image_path,folder_tag,pred_label,pred_confidence,fallen_trees,building_debris,damaged_infrastructure,flooded_roads,headline,short_caption,long_caption
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\1010961956597347_vs_513774708125503(2)\513774708125503_2024.png,mild,mild,85,0,0,10,0,Mild Damage with Minor Infrastructure Issues Observed,Minor damage to infrastructure noted in the area.,"The area shows mild damage, primarily with minor issues to infrastructure such as poles. No fallen trees or significant building debris are visible, indicating limited impact from the disaster."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\1012343883441817_vs_1084360133104958(2)\1084360133104958_2024.png,mild,mild,75,10,20,15,5,Mild Damage: Minimal Fallen Trees and Building Debris,Mild damage observed with few fallen trees and debris.,"The area shows mild damage with minimal fallen trees and scattered building debris. Infrastructure appears largely intact, with only slight signs of disturbance on the roads."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\1014493733078300_vs_2672433022940378(3)\2672433022940378_2024.png,mild,moderate,75,60,40,30,0,Moderate Damage with Fallen Trees and Building Debris,Moderate damage observed with fallen trees and scattered debris.,"The area shows moderate damage, highlighted by fallen trees and building debris. Infrastructure appears intact, with no flooded roads visible."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\1019093062617211_vs_1080058700390354(2)\1080058700390354_2024.png,mild,mild,75,0,10,20,0,Mild Damage: Minimal Building Debris and Infrastructure Issues,Mild damage observed with minor debris and infrastructure concerns.,"The area shows mild damage with minimal building debris and some damaged infrastructure. No fallen trees or flooded roads are visible, indicating a relatively stable environment post-disaster."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\1019983222682029_vs_1717467469073988(1)\1717467469073988_2024.png,mild,mild,85,10,0,0,0,Mild Damage: Few Fallen Trees Observed,Minimal damage with a few fallen trees visible.,"The area shows mild damage, primarily indicated by a few fallen trees. No significant building debris or damaged infrastructure is present, and roads appear clear of flooding."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\1020259162647959_vs_1261435285006783(3)\1261435285006783_2024.png,mild,mild,85,10,5,15,0,Mild Damage: Minimal Fallen Trees and Infrastructure Issues,Mild damage observed with few fallen trees and minor infrastructure concerns.,"The area shows mild damage with minimal fallen trees and slight infrastructure issues. Building debris is limited, and there are no flooded roads, indicating a relatively stable environment post-disaster."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\1030103948128949_vs_1218240882778509(2)\1218240882778509_2024.png,mild,mild,85,0,0,0,0,Minimal Damage Observed: No Fallen Trees or Debris,The area shows no significant damage or flooding.,"The scene depicts a coastal area with no visible fallen trees, building debris, or damaged infrastructure. Roads appear clear, indicating minimal impact from the disaster."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\1030799174598210_vs_1074540787533974(1)\1074540787533974_2024.png,mild,mild,75,10,5,0,0,Mild Damage: Few Fallen Trees and Minimal Debris,Mild damage observed with scattered fallen trees and minimal debris.,"The area shows mild damage with a few fallen trees and minimal building debris. Infrastructure appears intact, and there are no flooded roads visible in the scene."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\1032160758142676_vs_1268352181184326(1)\1268352181184326_2024.png,mild,mild,75,20,10,5,0,Mild Damage: Some Fallen Trees and Minimal Debris,Mild damage observed with a few fallen trees and scattered debris.,"The area shows mild damage with a few fallen trees and minimal building debris. Infrastructure appears mostly intact, and there are no flooded roads visible in the scene."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\1032940671196690_vs_877932610977494(3)\877932610977494_2024.png,mild,moderate,75,60,10,40,0,Moderate Damage: Fallen Trees and Infrastructure Issues,Moderate damage observed with fallen trees and damaged infrastructure.,"The area shows moderate damage with numerous fallen trees and some damaged infrastructure, including power lines. Minimal building debris is present, and no flooding is visible on the roads."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\1037800984320799_vs_1292898091869435(3)\1292898091869435_2024.png,mild,mild,85,10,5,15,0,Mild Damage: Minimal Fallen Trees and Infrastructure Issues,Mild damage observed with few fallen trees and minor infrastructure concerns.,"The area shows mild damage with minimal fallen trees and minor issues with infrastructure. There is no significant flooding, and overall conditions appear manageable."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\1037917407566629_vs_1246737846748609(3)\1246737846748609_2024.png,mild,moderate,75,30,40,20,0,Moderate Damage: Fallen Trees and Building Debris Visible,Moderate damage with fallen trees and scattered building debris.,"The area shows moderate damage, characterized by fallen trees and scattered building debris. Infrastructure appears mostly intact, with no visible flooding on roads."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\1039197443763210_vs_1218240882778509(3)\1218240882778509_2024.png,mild,mild,85,0,0,0,0,Minimal Damage Observed in Coastal Area,Coastal area shows no significant damage post-disaster.,"The coastal area appears largely intact with no visible fallen trees, building debris, or damaged infrastructure. Roads remain clear and unflooded, indicating minimal impact from the recent disaster."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\1039383127416260_vs_866785878878011(3)\866785878878011_2024.png,mild,mild,75,30,10,5,0,Mild Damage: Fallen Trees and Minimal Debris Observed,Fallen trees and minor debris indicate mild damage.,"The area shows mild damage with fallen trees and minimal building debris. Infrastructure appears largely intact, and there are no flooded roads visible."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\1039458687230168_vs_1244329063426533(3)\1244329063426533_2024.png,mild,mild,75,20,10,5,0,Mild Damage: Fallen Trees and Minimal Building Debris,Fallen trees and minor debris indicate mild damage.,"The area shows mild damage with some fallen trees and minimal building debris. Infrastructure appears largely intact, and there are no visible flooded roads."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\1042090610568988_vs_2277328279333099(1)\2277328279333099_2024.png,mild,mild,75,0,0,0,0,Minimal Damage Observed in Coastal Area,Coastal area shows no significant damage post-disaster.,"The coastal area appears largely unaffected, with no fallen trees, building debris, or damaged infrastructure visible. Roads remain clear and accessible, indicating a mild impact from the recent disaster."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\1042803333750791_vs_847808444196256(3)\847808444196256_2024.png,mild,mild,75,10,5,15,0,Mild Damage: Minimal Fallen Trees and Infrastructure Issues,Mild damage observed with few fallen trees and minor infrastructure issues.,"The area shows mild damage with minimal fallen trees and some damaged infrastructure. Building debris is limited, and there are no flooded roads, indicating a relatively stable environment post-disaster."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\1051666712874813_vs_2176605266055988(1)\2176605266055988_2024.png,mild,moderate,75,0,60,40,20,Moderate Damage with Building Debris and Infrastructure Issues,Building debris and damaged infrastructure indicate moderate disaster impact.,"The scene shows moderate damage characterized by building debris and some damaged infrastructure. Flooded roads are present, but fallen trees are not visible, suggesting a significant but not extreme impact."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\1062525525160130_vs_425441153992513(3)\425441153992513_2024.png,mild,mild,75,20,0,10,0,Mild Damage: Fallen Trees and Minor Infrastructure Issues,Mild damage observed with fallen trees and minor infrastructure concerns.,"The area shows mild damage with approximately 20% fallen trees and minor infrastructure issues, including a few damaged poles. No significant building debris or flooded roads are visible."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\1064822254926182_vs_551929777227662(3)\551929777227662_2024.png,mild,mild,75,10,5,10,0,Mild Damage: Minimal Fallen Trees and Infrastructure Impact,Mild damage observed with few fallen trees and minimal debris.,"The area shows mild damage with a few fallen trees and minimal building debris. Infrastructure appears largely intact, with no significant flooding on roads."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\1068021560853573_vs_1271033400739541(1)\1271033400739541_2024.png,mild,mild,75,10,0,0,0,Mild Damage with Few Fallen Trees Observed,"Minimal damage noted, primarily a few fallen trees.","The area shows mild damage, characterized by a few fallen trees. No significant building debris or infrastructure damage is visible, indicating a relatively stable environment post-disaster."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\107806219091079_vs_3754051524846539(0)\3754051524846539_2024.png,mild,mild,75,20,10,15,5,Mild Damage: Fallen Trees and Minimal Debris Observed,Fallen trees and minor debris indicate mild post-disaster impact.,"The area shows mild damage with some fallen trees and minimal building debris. Infrastructure appears largely intact, with only slight signs of disturbance on the roads."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\1088311985883444_vs_506841728897507(2)\506841728897507_2024.png,mild,mild,85,10,0,0,0,Mild Damage: Few Fallen Trees Observed,Minimal damage with only a few fallen trees visible.,"The area shows mild damage, primarily indicated by a few fallen trees. No significant building debris or damaged infrastructure is present, and roads appear clear of flooding."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\1090770191885969_vs_502835365955013(2)\502835365955013_2024.png,mild,mild,75,10,5,15,0,Mild Damage: Minimal Fallen Trees and Infrastructure Issues,Mild damage observed with few fallen trees and minor infrastructure concerns.,"The area shows mild damage with a few fallen trees and minor issues with infrastructure. Building debris is minimal, and there are no flooded roads, indicating a relatively stable environment post-disaster."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\1095564198081267_vs_1218240882778509(3)\1218240882778509_2024.png,mild,mild,85,10,5,10,0,Mild Damage: Minimal Fallen Trees and Debris Observed,Mild damage with few fallen trees and minimal debris.,"The area shows mild damage, characterized by a few fallen trees and minimal building debris. Infrastructure appears mostly intact, with no significant flooding on roads."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\1103669110596490_vs_1218240882778509(3)\1218240882778509_2024.png,mild,mild,85,0,0,0,0,Minimal Damage Observed in Coastal Area,Coastal area shows no significant damage or flooding.,"The coastal area appears largely intact with no fallen trees, building debris, or damaged infrastructure. Roads remain clear and dry, indicating minimal impact from recent events."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\111461628722103_vs_429751350149509(0)\429751350149509_2024.png,mild,mild,75,20,10,15,0,Mild Damage: Fallen Trees and Minor Debris Observed,Fallen trees and minimal debris indicate mild damage.,"The area shows mild damage with fallen trees and minor building debris. Damaged infrastructure is present but limited, while no flooded roads are visible."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\1128284241881025_vs_1047873653548271(3)\1047873653548271_2024.png,mild,mild,85,10,5,15,0,Mild Damage: Minimal Fallen Trees and Infrastructure Issues,Mild damage observed with few fallen trees and minor infrastructure concerns.,"The area shows mild damage with minimal fallen trees and slight infrastructure issues. Building debris is limited, and no flooded roads are visible, indicating a relatively stable environment post-disaster."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\1140229120714465_vs_1048913559871009(3)\1048913559871009_2024.png,mild,mild,85,10,5,15,0,Mild Damage: Minimal Fallen Trees and Infrastructure Issues,Mild damage observed with few fallen trees and minor infrastructure issues.,"The area shows mild damage with a few fallen trees and minor issues with infrastructure. Building debris is minimal, and there are no flooded roads, indicating a relatively stable environment post-disaster."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\1141596393463520_vs_552794447262421(3)\552794447262421_2024.png,mild,moderate,75,20,30,40,10,Moderate Damage: Building Debris and Damaged Infrastructure Observed,Moderate damage includes building debris and damaged infrastructure.,"The area shows moderate damage with visible building debris and damaged infrastructure, including poles and road barriers. Some fallen trees are present, and minimal flooding is observed on the roads."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\1151474065810062_vs_1481768525822901(3)\1481768525822901_2024.png,mild,mild,75,20,10,15,0,Mild Damage: Fallen Trees and Minor Debris Observed,Mild damage includes fallen trees and scattered debris.,"The area shows mild damage with some fallen trees and minor building debris. Infrastructure appears mostly intact, and there are no flooded roads visible."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\117640714765713_vs_942143934616396(0)\942143934616396_2024.png,mild,mild,75,0,10,20,0,Mild Damage: Minimal Building Debris and Infrastructure Issues,Mild damage observed with minor debris and infrastructure concerns.,"The area shows mild damage with minimal building debris and some damaged infrastructure. No fallen trees or flooded roads are visible, indicating a relatively stable environment post-disaster."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\120396731130801_vs_1576783539936459(0)\1576783539936459_2024.png,mild,moderate,75,30,20,40,0,Moderate Damage: Fallen Trees and Infrastructure Issues,Moderate damage observed with fallen trees and infrastructure concerns.,"The area shows moderate damage with fallen trees and damaged infrastructure. Building debris is present, indicating structural impacts. No flooding is visible on the roads, but recovery efforts may be needed."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\1206336760757002_vs_1737339513752042(1)\1737339513752042_2024.png,mild,mild,75,10,0,0,0,Mild Damage: Few Fallen Trees Observed,Minimal damage with only a few fallen trees visible.,"The area shows mild damage, primarily indicated by a few fallen trees. No significant building debris or damaged infrastructure is present, and roads appear clear of flooding."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\1228118047863665_vs_1220900045835476(3)\1220900045835476_2024.png,mild,mild,75,30,10,20,0,Mild Damage: Fallen Trees and Minor Infrastructure Issues,Fallen trees and slight infrastructure damage observed post-disaster.,"The area shows mild damage with fallen trees and minor infrastructure issues. Building debris is minimal, and there are no flooded roads, indicating a relatively low impact from the disaster."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\1229698861039721_vs_1234604274338161(3)\1234604274338161_2024.png,mild,mild,85,10,5,15,0,Mild Damage: Minimal Fallen Trees and Infrastructure Issues,Mild damage observed with few fallen trees and minor infrastructure concerns.,"The area shows mild damage with minimal fallen trees and slight infrastructure issues. Building debris is limited, and no flooded roads are visible, indicating a relatively stable environment post-disaster."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\124506134071697_vs_8383439001775436(0)\8383439001775436_2024.png,mild,moderate,75,60,10,30,20,Moderate Damage: Fallen Trees and Infrastructure Issues,Moderate damage observed with fallen trees and infrastructure concerns.,"The area shows moderate damage with numerous fallen trees and some damaged infrastructure. Flooding is present on roads, indicating further challenges for recovery efforts."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\124870920703542_vs_419603177546018(0)\419603177546018_2024.png,mild,mild,85,10,5,5,0,Mild Damage: Minimal Fallen Trees and Debris Observed,Mild damage with few fallen trees and minimal debris.,"The area shows mild damage with a few fallen trees and minimal building debris. Infrastructure appears intact, and there are no flooded roads visible in the scene."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\1253683842004808_vs_9294374993911952(3)\9294374993911952_2024.png,mild,mild,75,20,10,30,0,Mild Damage: Fallen Trees and Infrastructure Impact,Mild damage observed with fallen trees and infrastructure issues.,"The area shows mild damage with approximately 20% fallen trees and some infrastructure issues, including damaged poles. Minimal building debris is present, and roads remain clear of flooding."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\1254278938605181_vs_813642884048015(3)\813642884048015_2024.png,mild,mild,85,0,0,20,0,Mild Damage with Minor Infrastructure Issues Observed,Minor damage to infrastructure noted in the area.,"The area shows mild damage, primarily with minor issues to infrastructure such as powerlines. No fallen trees or building debris are visible, indicating limited impact."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\1260044508022235_vs_2295678424098864(3)\2295678424098864_2024.png,mild,mild,75,20,0,10,0,Mild Damage: Some Fallen Trees and Minor Infrastructure Issues,Mild damage observed with fallen trees and minor infrastructure concerns.,"The area shows mild damage with approximately 20% fallen trees and minor issues with infrastructure. No significant building debris or flooded roads are visible, indicating a relatively low impact from the disaster."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\1260921111285773_vs_843332507966051(3)\843332507966051_2024.png,mild,mild,75,20,10,5,0,Mild Damage: Fallen Trees and Minimal Debris Observed,Fallen trees and minor debris indicate mild damage in the area.,"The area shows mild damage with approximately 20% fallen trees and minimal building debris. Damaged infrastructure is limited, and there are no flooded roads visible."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\1262043274500901_vs_553652110519907(3)\553652110519907_2024.png,mild,mild,75,10,5,15,0,Mild Damage: Minimal Fallen Trees and Infrastructure Issues,Mild damage observed with few fallen trees and minor infrastructure issues.,"The area shows mild damage with a few fallen trees and minor infrastructure issues. Building debris is minimal, and there are no flooded roads, indicating a relatively stable environment post-disaster."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\126467807209050_vs_1181461949586512(0)\1181461949586512_2024.png,mild,mild,75,10,5,15,0,Mild Damage: Minimal Fallen Trees and Infrastructure Issues,Mild damage observed with few fallen trees and minor infrastructure issues.,"The area shows mild damage with minimal fallen trees and some damaged infrastructure. Building debris is limited, and there are no flooded roads, indicating a relatively stable environment post-disaster."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\1285785128715609_vs_2058675201254888(3)\2058675201254888_2024.png,mild,mild,75,30,10,20,0,Mild Damage: Fallen Trees and Minor Infrastructure Issues,Fallen trees and minor debris indicate mild damage.,"The area shows mild damage with fallen trees and minor building debris. Infrastructure appears mostly intact, with only slight damage to poles and signage."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\1287838588786185_vs_535976002352832(3)\535976002352832_2024.png,mild,mild,75,20,10,15,0,Mild Damage: Fallen Trees and Minor Debris Observed,Fallen trees and minimal debris indicate mild damage.,"The area shows mild damage with fallen trees and minor building debris. Damaged infrastructure is present but limited, while roads remain clear of flooding."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\1289296985121323_vs_2470386606490685(2)\2470386606490685_2024.png,mild,mild,85,0,10,20,0,Mild Damage: Minimal Building Debris and Infrastructure Issues,Mild damage observed with minor debris and infrastructure concerns.,"The area shows mild damage with minimal building debris and some damaged infrastructure. No fallen trees or flooded roads are visible, indicating a relatively stable environment post-disaster."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\1291063585104418_vs_1111060186621527(3)\1111060186621527_2024.png,mild,mild,75,20,10,5,0,Mild Damage: Some Fallen Trees and Minimal Debris,Mild damage observed with a few fallen trees and scattered debris.,"The area shows mild damage with approximately 20% fallen trees and minimal building debris. Infrastructure appears largely intact, with no flooded roads visible."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\1292715578029528_vs_1197589871449646(3)\1197589871449646_2024.png,mild,mild,75,20,10,15,5,Mild Damage: Fallen Trees and Minimal Debris Observed,Mild damage with some fallen trees and limited debris.,"The area shows mild damage with a few fallen trees and minimal building debris. Infrastructure appears largely intact, with only slight signs of disruption. Flooding is minimal, indicating a manageable recovery situation."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\1304719950158297_vs_903806871127282(3)\903806871127282_2024.png,mild,mild,75,30,10,20,0,Mild Damage: Fallen Trees and Minor Infrastructure Issues,Fallen trees and slight infrastructure damage observed.,"The area shows mild damage with fallen trees and minor infrastructure issues. Building debris is minimal, and there are no flooded roads, indicating a relatively low impact from the disaster."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\130644876787692_vs_1590760491792064(0)\1590760491792064_2024.png,mild,mild,75,0,10,20,0,Mild Damage with Minimal Building Debris and Infrastructure Issues,Mild damage observed with some building debris and infrastructure concerns.,"The area shows mild damage, characterized by minimal building debris and some damaged infrastructure. No fallen trees or flooded roads are visible, indicating a relatively stable environment post-disaster."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\1318024519106068_vs_8528471670575968(1)\8528471670575968_2024.png,mild,mild,85,0,10,20,0,Mild Damage: Minimal Building Debris and Infrastructure Issues,Mild damage observed with minor debris and infrastructure concerns.,"The area shows mild damage with minimal building debris and some damaged infrastructure. No fallen trees or flooded roads are visible, indicating a relatively stable environment post-disaster."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\1320790868515355_vs_1072070854630771(3)\1072070854630771_2024.png,mild,mild,75,20,10,30,0,Mild Damage: Fallen Trees and Damaged Infrastructure Observed,Mild damage includes fallen trees and damaged poles.,"The area shows mild damage with fallen trees and some damaged infrastructure, including poles. Minimal building debris is present, and no flooded roads are visible."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\1326882984919370_vs_1469470640433459(3)\1469470640433459_2024.png,mild,mild,85,0,10,20,0,Mild Damage: Minimal Building Debris and Infrastructure Issues,Mild damage observed with minor debris and infrastructure concerns.,"The area shows mild damage with minimal building debris and some damaged infrastructure. No fallen trees or flooded roads are visible, indicating a relatively stable environment post-disaster."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\1336742810560051_vs_3510548662584190(2)\3510548662584190_2024.png,mild,mild,75,10,5,15,0,Mild Damage: Minimal Fallen Trees and Infrastructure Issues,Mild damage observed with few fallen trees and minor infrastructure issues.,"The area shows mild damage with minimal fallen trees and minor issues with infrastructure. Building debris is limited, and there are no flooded roads, indicating a relatively stable environment post-disaster."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\1350916125836222_vs_1743906783089180(3)\1743906783089180_2024.png,mild,mild,85,0,10,20,0,Mild Damage with Minimal Building Debris and Infrastructure Issues,Minor building debris and slight infrastructure damage observed.,"The area shows mild damage, characterized by minimal building debris and some damaged infrastructure. No fallen trees or flooded roads are visible, indicating a relatively stable environment post-disaster."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\1351229885603990_vs_2790290167798071(2)\2790290167798071_2024.png,mild,mild,85,10,5,15,0,Mild Damage: Minimal Fallen Trees and Infrastructure Issues,Mild damage observed with few fallen trees and minor infrastructure concerns.,"The area shows mild damage with a few fallen trees and minor issues with infrastructure. Building debris is minimal, and there are no flooded roads, indicating a relatively stable environment post-disaster."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\1351693062224311_vs_3788010021459216(3)\3788010021459216_2024.png,mild,mild,75,10,5,15,0,Mild Damage: Minor Fallen Trees and Infrastructure Issues,Minor damage observed with few fallen trees and infrastructure concerns.,"The area shows mild damage with a few fallen trees and minor infrastructure issues. Building debris is minimal, and there are no flooded roads, indicating a relatively stable environment post-disaster."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\1352864022107579_vs_1583362592531425(3)\1583362592531425_2024.png,mild,mild,75,10,5,15,0,Mild Damage: Minimal Fallen Trees and Infrastructure Issues,Mild damage observed with few fallen trees and minor infrastructure issues.,"The area shows mild damage with a few fallen trees and minor issues with infrastructure. Building debris is minimal, and there are no flooded roads, indicating a relatively stable environment post-disaster."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\1355477768722627_vs_1052029463079993(3)\1052029463079993_2024.png,mild,mild,75,20,10,5,0,Mild Damage: Fallen Trees and Minimal Debris Observed,Fallen trees and minor debris indicate mild damage in the area.,"The area shows mild damage with approximately 20% fallen trees and minimal building debris. Infrastructure appears largely intact, with no flooded roads visible."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\1356049438674158_vs_463882702687904(3)\463882702687904_2024.png,mild,mild,75,20,10,5,0,Mild Damage: Few Fallen Trees and Minimal Debris,Mild damage observed with scattered debris and some fallen trees.,"The area shows mild damage with a few fallen trees and minimal building debris. Infrastructure appears largely intact, and there are no flooded roads visible."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\1356605221948937_vs_1218240882778509(3)\1218240882778509_2024.png,mild,mild,85,10,5,10,0,Mild Damage: Minimal Fallen Trees and Debris Observed,Mild damage with few fallen trees and minimal debris.,"The area shows mild damage, characterized by a few fallen trees and minimal building debris. Infrastructure appears mostly intact, with no significant flooding on roads."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\1358700428406308_vs_1680512832739584(2)\1680512832739584_2024.png,mild,mild,75,0,0,10,0,Minimal Damage: Slight Infrastructure Issues Observed,"Infrastructure shows minor damage, with no flooding or debris.","The area displays minimal damage, with only slight issues to infrastructure. There are no fallen trees, building debris, or flooded roads visible in the scene."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\1359168615036114_vs_870119161931930(1)\870119161931930_2024.png,mild,mild,85,0,0,0,0,Minimal Damage Observed in Post-Disaster Landscape,The area shows no significant damage or flooding.,"The landscape appears largely intact with no visible fallen trees, building debris, or damaged infrastructure, indicating minimal impact from the disaster."
C:\Users\yyang295\Desktop\0310_post_folder\folder_0\1361362334793124_vs_903342027856900(3)\903342027856900_2024.png,mild,mild,75,0,10,20,0,Mild Damage: Minimal Building Debris and Infrastructure Issues,Mild damage observed with minor debris and infrastructure concerns.,"The area shows mild damage with minimal building debris and some damaged infrastructure. No fallen trees or flooded roads are visible, indicating a relatively stable environment post-disaster."
